id,tabID,geoID,ahID,commodityID,year,planted,harvested,production,yield,headcount
74,4,1,173,175,1963,,3323776,9907349,578713,
75,4,1,173,182,1963,,315863,9069026,154232,
76,4,1,173,193,1963,,3225840,6287216,211115,
77,4,1,173,203,1963,,45388,8168045,329679,
78,4,1,173,207,1963,,214175,493997,534060,
79,4,1,173,209,1963,,874720,3496628,614583,
80,4,1,173,220,1963,,864785,605503,274870,
81,4,1,173,227,1963,,2217017,2608821,557071,
82,4,1,173,233,1963,,1822502,2587554,176155,
83,4,1,173,235,1963,,3042729,3616606,74474,
84,4,1,173,244,1963,,2066798,3095235,437535,
85,4,1,173,255,1963,,2609673,2451763,81701,
86,4,1,173,264,1963,,2989871,10169234,333406,
87,4,1,173,268,1963,,1376721,3054951,124501,
88,4,1,173,269,1963,,809609,877246,490953,
89,4,1,173,21,1964,,938144,839723,376034,
90,4,1,173,84,1964,,890399,1342577,551692,
91,4,1,173,91,1964,,429628,2541577,221228,
92,4,1,173,45,1964,,195355,8666772,129750,
93,4,1,173,46,1964,,1506717,10258289,593460,
94,4,1,173,118,1964,,3175089,7224928,238661,
95,4,1,173,66,1964,,2441232,9210860,355302,
96,4,1,173,101,1964,,968023,3437712,603668,
97,4,1,173,109,1964,,101130,2060100,594111,
98,4,1,173,150,1964,,1601824,9074165,458144,
99,4,1,173,155,1964,,1722071,7664899,362738,
100,4,1,173,171,1964,,2272365,2289298,585182,
101,4,1,173,175,1964,,1038775,1068168,403598,
102,4,1,173,182,1964,,1209438,8341972,608439,
103,4,1,173,193,1964,,1242464,1011398,351259,
104,4,1,173,203,1964,,2218496,479489,389390,
105,4,1,173,207,1964,,3400931,8803700,193170,
106,4,1,173,209,1964,,3358092,8091193,266772,
107,4,1,173,220,1964,,774469,1262093,115982,
108,4,1,173,227,1964,,1134603,2407007,121538,
109,4,1,173,233,1964,,1679507,978411,470135,
110,4,1,173,235,1964,,1344576,4799246,30440,
111,4,1,173,244,1964,,2112715,10397689,483520,
112,4,1,173,255,1964,,2274565,921094,349156,
113,4,1,173,264,1964,,3237201,5694918,499586,
114,4,1,173,268,1964,,651936,2777661,166690,
115,4,1,173,269,1964,,2478801,10258104,397908,
116,4,1,173,21,1965,,1425242,746687,410972,
117,4,1,173,84,1965,,339895,518120,274730,
118,4,1,173,91,1965,,611325,3277362,494108,
119,4,1,173,45,1965,,3121438,9255940,81182,
120,4,1,173,46,1965,,3343459,3707120,41798,
121,4,1,173,118,1965,,387411,4700254,281900,
122,4,1,173,66,1965,,2847125,4791434,185138,
123,4,1,173,101,1965,,2425573,4780535,97666,
124,4,1,173,109,1965,,847399,3003752,433645,
125,4,1,173,150,1965,,2867836,2557372,107267,
126,4,1,173,155,1965,,811714,4872942,208987,
127,4,1,173,171,1965,,3119211,10411479,405363,
128,4,1,173,175,1965,,1819724,2305943,590369,
129,4,1,173,182,1965,,144599,1302481,501106,
130,4,1,173,193,1965,,2826870,6627583,238608,
131,4,1,173,203,1965,,3053032,1276549,125063,
132,4,1,173,207,1965,,3152228,5076222,495404,
133,4,1,173,209,1965,,1307962,4474679,28557,
134,4,1,173,220,1965,,3274812,5118140,196437,
135,4,1,173,227,1965,,342149,1281503,434048,
136,4,1,173,233,1965,,409510,1939750,116669,
137,4,1,173,235,1965,,350890,1074799,344192,
138,4,1,173,244,1965,,2420410,3679019,416579,
139,4,1,173,255,1965,,1393937,7677576,276220,
140,4,1,173,264,1965,,615989,10105611,7246,
141,4,1,173,268,1965,,2804523,1176177,515692,
142,4,1,173,269,1965,,2528229,1385213,291987,
143,4,1,173,21,1966,,3137632,3973809,299444,
144,4,1,173,84,1966,,2557695,1318242,264873,
145,4,1,173,91,1966,,992544,5776742,130834,
146,4,1,173,45,1966,,366711,5478564,211637,
147,4,1,173,46,1966,,392916,3662587,378489,
148,4,1,173,118,1966,,71366,9662869,101093,
149,4,1,173,66,1966,,1174531,5429269,170130,
150,4,1,173,101,1966,,1166816,9689102,365345,
151,4,1,173,109,1966,,1183191,8983203,23335,
152,4,1,173,150,1966,,1057924,7873215,20311,
153,4,1,173,155,1966,,2284841,9761297,283632,
154,4,1,173,171,1966,,708297,3935844,142725,
155,4,1,173,175,1966,,509048,1508800,449881,
156,4,1,173,182,1966,,286072,6794148,442944,
157,4,1,173,193,1966,,790961,4282737,144048,
158,4,1,173,203,1966,,1015249,1834036,372450,
159,4,1,173,207,1966,,38366,4458012,602899,
160,4,1,173,209,1966,,63136,9325165,223247,
161,4,1,173,220,1966,,3228098,9228623,610874,
162,4,1,173,227,1966,,1751451,10174327,615348,
163,4,1,173,233,1966,,3413819,8186215,352971,
164,4,1,173,235,1966,,1224435,1351630,614549,
165,4,1,173,244,1966,,22256,4409892,74450,
166,4,1,173,255,1966,,2343064,7473593,510164,
167,4,1,173,264,1966,,1318705,318895,594205,
168,4,1,173,268,1966,,1048634,4733568,331065,
169,4,1,173,269,1966,,3276654,7662673,464128,
170,4,1,173,21,1967,,2831008,2614726,232348,
171,4,1,173,84,1967,,2306836,6692161,188132,
172,4,1,173,91,1967,,1666524,7785584,448776,
173,4,1,173,45,1967,,1809695,4260062,313255,
174,4,1,173,46,1967,,268076,8124090,268561,
175,4,1,173,118,1967,,252459,7238163,176935,
176,4,1,173,66,1967,,2826201,700888,298103,
177,4,1,173,101,1967,,2707613,9494080,61065,
178,4,1,173,109,1967,,2928095,5311661,354507,
179,4,1,173,150,1967,,2154531,478058,586473,
180,4,1,173,155,1967,,1224613,6729552,114547,
181,4,1,173,171,1967,,2333710,3700793,589046,
182,4,1,173,175,1967,,524587,9228929,268736,
183,4,1,173,182,1967,,2735566,4271939,482605,
184,4,1,173,193,1967,,632899,8321828,120418,
185,4,1,173,203,1967,,2164367,10080128,555510,
186,4,1,173,207,1967,,2561565,8647746,313564,
187,4,1,173,209,1967,,2975931,5495024,220533,
188,4,1,173,220,1967,,2509732,6213024,319883,
189,4,1,173,227,1967,,470622,2074695,620005,
190,4,1,173,233,1967,,3046945,380608,524860,
191,4,1,173,235,1967,,510706,9580318,561583,
192,4,1,173,244,1967,,17206,9245316,14975,
193,4,1,173,255,1967,,335714,9310457,135924,
194,4,1,173,264,1967,,2683331,4641681,383322,
195,4,1,173,268,1967,,224192,3169268,429200,
196,4,1,173,269,1967,,1209441,6881295,548724,
197,4,1,173,21,1968,,891150,4105910,438048,
198,4,1,173,84,1968,,1721409,5896102,568102,
199,4,1,173,91,1968,,2461764,49608,38369,
200,4,1,173,45,1968,,428305,1232174,343897,
201,4,1,173,46,1968,,370625,7447516,116838,
202,4,1,173,118,1968,,1456840,3621526,610491,
203,4,1,173,66,1968,,3289054,2823025,135927,
204,4,1,173,101,1968,,2407279,9925767,432885,
205,4,1,173,109,1968,,984771,324539,161392,
206,4,1,173,150,1968,,688828,5686044,615941,
207,4,1,173,155,1968,,829882,8020591,50713,
208,4,1,173,171,1968,,2741759,831878,117487,
209,4,1,173,175,1968,,3176051,3082246,446418,
210,4,1,173,182,1968,,526240,3640471,33184,
211,4,1,173,193,1968,,2111956,8011194,310352,
212,4,1,173,203,1968,,2914144,3382694,37757,
213,4,1,173,207,1968,,1409828,1372632,554525,
214,4,1,173,209,1968,,819203,4217632,286994,
215,4,1,173,220,1968,,1807479,5151976,38551,
216,4,1,173,227,1968,,1154413,8866510,499812,
217,4,1,173,233,1968,,2322098,2494223,82683,
218,4,1,173,235,1968,,3441591,7500684,450242,
219,4,1,173,244,1968,,783325,7996426,176758,
220,4,1,173,255,1968,,805895,6910449,68095,
221,4,1,173,264,1968,,2400923,5929755,107588,
222,4,1,173,268,1968,,1067122,4815022,280716,
223,4,1,173,269,1968,,2978891,7697754,436578,
224,4,1,173,21,1969,,295761,9514183,321005,
225,4,1,173,84,1969,,364628,2664257,574294,
226,4,1,173,91,1969,,2527699,2399703,483927,
227,4,1,173,45,1969,,3092155,710830,603704,
228,4,1,173,46,1969,,3309901,5747408,486586,
229,4,1,173,118,1969,,1549716,2309538,27074,
230,4,1,173,66,1969,,464241,2549903,148369,
231,4,1,173,101,1969,,236522,4034729,316376,
232,4,1,173,109,1969,,1188295,5811438,513858,
233,4,1,173,150,1969,,1564703,4138047,77582,
234,4,1,173,155,1969,,938367,7384279,483410,
235,4,1,173,171,1969,,1876239,9197137,450100,
236,4,1,173,175,1969,,960391,1079864,377286,
237,4,1,173,182,1969,,2649928,5453778,454798,
238,4,1,173,193,1969,,1418896,8331778,161473,
239,4,1,173,203,1969,,1500678,4515731,187032,
240,4,1,173,207,1969,,2374550,9769890,501596,
241,4,1,173,209,1969,,1933536,1258044,229979,
242,4,1,173,220,1969,,2232381,8317950,401429,
243,4,1,173,227,1969,,637824,3427619,73253,
244,4,1,173,233,1969,,753888,1562045,107436,
245,4,1,173,235,1969,,2519689,3697300,416250,
246,4,1,173,244,1969,,785880,6370235,296756,
247,4,1,173,255,1969,,2606763,7814708,595051,
248,4,1,173,264,1969,,2744667,1030489,311149,
249,4,1,173,268,1969,,1188743,7933842,523719,
250,4,1,173,269,1969,,3368300,7965515,463690,
251,4,1,173,21,1970,,879106,7130487,566289,
252,4,1,173,84,1970,,1323012,6991360,419100,
253,4,1,173,91,1970,,1991631,57825,559876,
254,4,1,173,45,1970,,1190858,4081327,24577,
255,4,1,173,46,1970,,1483655,6271483,590027,
256,4,1,173,118,1970,,1001399,4644388,573955,
257,4,1,173,66,1970,,3286341,7522519,349836,
258,4,1,173,101,1970,,1391044,3690644,89210,
259,4,1,173,109,1970,,185481,5216621,378289,
260,4,1,173,150,1970,,1450921,5515986,319199,
261,4,1,173,155,1970,,3091663,3087846,313125,
262,4,1,173,171,1970,,38701,3637868,340207,
263,4,1,173,175,1970,,2403710,9795323,521474,
264,4,1,173,182,1970,,2065522,4522435,55068,
265,4,1,173,193,1970,,471632,3135967,60851,
266,4,1,173,203,1970,,3365325,3676434,410554,
267,4,1,173,207,1970,,1150286,4444138,29531,
268,4,1,173,209,1970,,2121088,4272125,369805,
269,4,1,173,220,1970,,2972999,3404298,37474,
270,4,1,173,227,1970,,1144863,9560173,236676,
271,4,1,173,233,1970,,437684,5847508,188444,
272,4,1,173,235,1970,,2294117,4799021,127316,
273,4,1,173,244,1970,,2045722,9179395,609842,
274,4,1,173,255,1970,,750642,8372259,8787,
275,4,1,173,264,1970,,424440,2182628,212489,
276,4,1,173,268,1970,,2315906,2892685,360258,
277,4,1,173,269,1970,,3081868,9919110,431964,
278,4,1,173,21,1971,,232571,8394499,567543,
279,4,1,173,84,1971,,2731835,4779235,251076,
280,4,1,173,91,1971,,2487171,7535200,511823,
281,4,1,173,42,1971,,271794,7037592,287398,
282,4,1,173,45,1971,,1812929,3867566,176067,
283,4,1,173,46,1971,,2817880,5467013,222260,
284,4,1,173,118,1971,,844640,3149109,449234,
285,4,1,173,66,1971,,1211566,2204161,144572,
286,4,1,173,101,1971,,1301141,6081540,559910,
287,4,1,173,109,1971,,3331768,1210515,566940,
288,4,1,173,150,1971,,2600013,4855682,247701,
289,4,1,173,155,1971,,787485,7888236,32672,
290,4,1,173,171,1971,,1145180,8144883,525161,
291,4,1,173,175,1971,,2972437,9115005,558968,
292,4,1,173,182,1971,,2607188,6999434,214796,
293,4,1,173,193,1971,,2742775,6138667,230053,
294,4,1,173,203,1971,,3165442,8656408,163554,
295,4,1,173,207,1971,,2626002,5139030,460585,
296,4,1,173,209,1971,,2125850,4531873,483914,
297,4,1,173,220,1971,,2514393,1341227,353202,
298,4,1,173,227,1971,,1859917,6122363,15249,
299,4,1,173,233,1971,,2043348,6812077,516108,
300,4,1,173,235,1971,,1026939,778346,66586,
301,4,1,173,244,1971,,400530,4750947,199395,
302,4,1,173,255,1971,,260001,5341152,276818,
303,4,1,173,264,1971,,1413166,2628659,307539,
304,4,1,173,268,1971,,81812,8846826,530741,
305,4,1,173,269,1971,,2568386,8193349,264650,
306,4,1,173,21,1972,,16746,8109991,305834,
307,4,1,173,84,1972,,3119878,6760778,103858,
308,4,1,173,91,1972,,2269804,6535147,568331,
309,4,1,173,42,1972,,1541324,8100224,551422,
310,4,1,173,45,1972,,2613182,3289036,435047,
311,4,1,173,46,1972,,284134,6451251,40147,
312,4,1,173,118,1972,,360701,4027186,103476,
313,4,1,173,66,1972,,1798586,3839874,207710,
314,4,1,173,101,1972,,2182030,9824067,89165,
315,4,1,173,109,1972,,2519773,10262709,517825,
316,4,1,173,150,1972,,2335230,4844807,505497,
317,4,1,173,155,1972,,1857814,1651730,317720,
318,4,1,173,171,1972,,1914224,162303,167624,
319,4,1,173,175,1972,,983169,10310895,304749,
320,4,1,173,182,1972,,472361,6686287,612436,
321,4,1,173,193,1972,,2446279,637787,315919,
322,4,1,173,203,1972,,33433,4128686,286379,
323,4,1,173,207,1972,,431037,1367207,366976,
324,4,1,173,209,1972,,3372817,4402879,34267,
325,4,1,173,220,1972,,536557,2202878,239926,
326,4,1,173,227,1972,,2196178,472958,187425,
327,4,1,173,233,1972,,1676272,4506314,469637,
328,4,1,173,235,1972,,1402866,9680362,129749,
329,4,1,173,244,1972,,1608203,8778689,384352,
330,4,1,173,255,1972,,2565134,5239175,49581,
331,4,1,173,264,1972,,822541,10035840,106595,
332,4,1,173,268,1972,,2413924,6263638,227075,
333,4,1,173,269,1972,,65489,7647789,376136,
334,4,1,173,21,1973,,1157404,33914,446793,
335,4,1,173,84,1973,,3380977,2579872,533426,
336,4,1,173,91,1973,,2628969,10140659,585021,
337,4,1,173,42,1973,,1492070,1705070,60212,
338,4,1,173,45,1973,,1493879,824469,292950,
339,4,1,173,46,1973,,942242,2063197,303831,
340,4,1,173,118,1973,,40197,6777017,570579,
341,4,1,173,66,1973,,2208150,8340788,228944,
342,4,1,173,101,1973,,2774890,9800964,168080,
343,4,1,173,109,1973,,3086370,1763734,262690,
344,4,1,173,150,1973,,2865666,10477440,14230,
345,4,1,173,155,1973,,2996503,9468524,206277,
346,4,1,173,171,1973,,2457911,1761089,336376,
347,4,1,173,175,1973,,3175615,2650614,221110,
348,4,1,173,182,1973,,2684286,3384175,259119,
349,4,1,173,193,1973,,2800879,5586876,170331,
350,4,1,173,203,1973,,976520,10128574,473475,
351,4,1,173,207,1973,,1398347,2078481,24445,
352,4,1,173,209,1973,,1733236,2237661,141315,
353,4,1,173,220,1973,,1780237,1160402,488266,
354,4,1,173,227,1973,,2609852,3367108,560846,
355,4,1,173,233,1973,,2392176,1776770,36890,
356,4,1,173,235,1973,,2243751,7749809,479491,
357,4,1,173,244,1973,,1070674,1854991,287326,
358,4,1,173,255,1973,,822539,1341101,81560,
359,4,1,173,264,1973,,720963,1852522,117687,
360,4,1,173,268,1973,,1737048,9782289,136866,
361,4,1,173,269,1973,,1757719,7867319,165058,
362,4,1,173,21,1974,,788128,1647605,525337,
363,4,1,173,84,1974,,3338575,10058448,165639,
364,4,1,173,91,1974,,48265,4851332,6682,
365,4,1,173,42,1974,,1191992,2510082,132308,
366,4,1,173,45,1974,,3329449,8576046,103853,
367,4,1,173,46,1974,,523270,5406634,85462,
368,4,1,173,118,1974,,1506923,5371124,269974,
369,4,1,173,66,1974,,3317690,4059162,60218,
370,4,1,173,101,1974,,1078015,2305300,104765,
371,4,1,173,109,1974,,2089013,7019453,172513,
372,4,1,173,150,1974,,2470712,1488200,571561,
373,4,1,173,155,1974,,350484,9572814,303833,
374,4,1,173,171,1974,,1913098,9758364,345772,
375,4,1,173,175,1974,,30506,2221553,609457,
376,4,1,173,182,1974,,2048390,3068658,256332,
377,4,1,173,193,1974,,1488378,3055034,135143,
378,4,1,173,203,1974,,213373,2619383,242005,
379,4,1,173,207,1974,,2660471,1146936,272681,
380,4,1,173,209,1974,,1050666,8749714,430820,
381,4,1,173,220,1974,,1664319,4622397,222908,
382,4,1,173,227,1974,,685984,5139311,38501,
383,4,1,173,233,1974,,763382,9869409,436453,
384,4,1,173,235,1974,,227102,2562581,421805,
385,4,1,173,244,1974,,2028151,11846,418367,
386,4,1,173,255,1974,,1656431,6795620,59292,
387,4,1,173,264,1974,,770776,6016999,580729,
388,4,1,173,268,1974,,98894,4318110,171016,
389,4,1,173,269,1974,,1359633,7050234,528879,
390,4,1,173,21,1975,,2437387,1897666,449985,
391,4,1,173,84,1975,,3354476,2496890,51888,
392,4,1,173,91,1975,,2263800,10179263,154787,
393,4,1,173,42,1975,,573350,6251916,151271,
394,4,1,173,45,1975,,595220,3626382,465939,
395,4,1,173,46,1975,,603634,2881667,310935,
396,4,1,173,118,1975,,3030082,4041111,526204,
397,4,1,173,66,1975,,1265881,3568101,226622,
398,4,1,173,101,1975,,3425206,10382205,604873,
399,4,1,173,109,1975,,1457317,7218059,390589,
400,4,1,173,150,1975,,3395068,5260705,224007,
401,4,1,173,155,1975,,1586917,200440,276070,
402,4,1,173,171,1975,,3190244,2169998,521185,
403,4,1,173,175,1975,,3387280,4302572,369641,
404,4,1,173,182,1975,,3193839,9022179,213349,
405,4,1,173,193,1975,,285275,5534630,245058,
406,4,1,173,203,1975,,1331550,4625585,244906,
407,4,1,173,207,1975,,2046306,3202708,92985,
408,4,1,173,209,1975,,1843050,7000917,221888,
409,4,1,173,220,1975,,1785523,8254357,73605,
410,4,1,173,227,1975,,2684772,3396212,561432,
411,4,1,173,233,1975,,732742,8657335,434133,
412,4,1,173,235,1975,,2250343,6499855,445958,
413,4,1,173,244,1975,,2245028,1760843,91782,
414,4,1,173,245,1975,,312142,9953672,182999,
415,4,1,173,255,1975,,769403,9824586,382924,
416,4,1,173,264,1975,,690250,5890471,446028,
417,4,1,173,268,1975,,2824842,3211110,314553,
418,4,1,173,269,1975,,2979964,9127430,481606,
419,4,1,173,21,1976,,2678946,8431226,441759,
420,4,1,173,84,1976,,149363,5186497,598008,
421,4,1,173,91,1976,,2878083,888499,112755,
422,4,1,173,42,1976,,1620443,3055266,10727,
423,4,1,173,45,1976,,803648,7681604,176148,
424,4,1,173,46,1976,,2865553,1748333,573813,
425,4,1,173,118,1976,,1080672,9102339,585950,
426,4,1,173,66,1976,,1293393,7769902,201617,
427,4,1,173,101,1976,,376660,4030059,351260,
428,4,1,173,109,1976,,2309739,7565495,16375,
429,4,1,173,150,1976,,2134158,4964194,107873,
430,4,1,173,155,1976,,1407464,6418172,592439,
431,4,1,173,171,1976,,3409365,531812,118809,
432,4,1,173,175,1976,,337545,2855321,134788,
433,4,1,173,182,1976,,1330860,2492702,50152,
434,4,1,173,193,1976,,3101099,7268264,433877,
435,4,1,173,203,1976,,1929202,1221181,330598,
436,4,1,173,207,1976,,620471,7890441,43658,
437,4,1,173,209,1976,,1339334,9260215,566542,
438,4,1,173,220,1976,,1214038,1276448,387464,
439,4,1,173,227,1976,,2546484,207019,361332,
440,4,1,173,233,1976,,3415516,9291314,567192,
441,4,1,173,235,1976,,1011302,9831412,481765,
442,4,1,173,244,1976,,772364,8976881,172020,
443,4,1,173,245,1976,,2852780,1530348,234932,
444,4,1,173,255,1976,,3413181,5585814,173145,
445,4,1,173,264,1976,,2057747,6517589,120198,
446,4,1,173,268,1976,,657601,7366,205040,
447,4,1,173,269,1976,,2969019,2041783,259477,
448,4,1,173,21,1977,,76475,3103994,190015,
449,4,1,173,84,1977,,2427453,2780137,364692,
450,4,1,173,91,1977,,872599,6964994,6759,
451,4,1,173,42,1977,,238160,7761163,338147,
452,4,1,173,45,1977,,471394,2687601,232787,
453,4,1,173,46,1977,,1347470,7123415,292039,
454,4,1,173,118,1977,,1371511,798990,267348,
455,4,1,173,66,1977,,1092077,2065591,228107,
456,4,1,173,101,1977,,1888399,2813644,532294,
457,4,1,173,109,1977,,1944115,3334260,42051,
458,4,1,173,150,1977,,2348272,3860083,603915,
459,4,1,173,155,1977,,285877,702127,391068,
460,4,1,173,171,1977,,995904,8225303,198531,
461,4,1,173,175,1977,,2928650,6355062,553171,
462,4,1,173,182,1977,,1863214,5257654,434931,
463,4,1,173,193,1977,,1758982,6502551,544093,
464,4,1,173,203,1977,,3427019,10222290,64803,
465,4,1,173,207,1977,,287222,9361562,290455,
466,4,1,173,209,1977,,3049395,9498152,5079,
467,4,1,173,220,1977,,2193660,6312324,425923,
468,4,1,173,227,1977,,2799484,3904894,118627,
469,4,1,173,233,1977,,2383938,5615122,24165,
470,4,1,173,235,1977,,446837,4815379,411509,
471,4,1,173,244,1977,,808983,7655658,108868,
472,4,1,173,245,1977,,1938305,1534259,311116,
473,4,1,173,255,1977,,172939,4997091,576967,
474,4,1,173,264,1977,,2618839,4708841,333475,
475,4,1,173,268,1977,,3191812,7531328,162165,
476,4,1,173,269,1977,,559586,9243883,556540,
477,4,1,173,21,1978,,1391843,4359910,539270,
478,4,1,173,84,1978,,2982453,3941799,478712,
479,4,1,173,91,1978,,1010585,4155039,285345,
480,4,1,173,42,1978,,655451,468197,239699,
481,4,1,173,45,1978,,1437831,4217063,403596,
482,4,1,173,46,1978,,3166711,2458677,566903,
483,4,1,173,118,1978,,958530,1790982,134463,
484,4,1,173,66,1978,,363041,3128486,203234,
485,4,1,173,101,1978,,3343353,4805681,490586,
486,4,1,173,109,1978,,2213492,6264252,302466,
487,4,1,173,150,1978,,1610198,3932280,261309,
488,4,1,173,155,1978,,2056672,4331559,49384,
489,4,1,173,171,1978,,691444,6799797,475855,
490,4,1,173,175,1978,,12911,10145228,369372,
491,4,1,173,182,1978,,2026557,6006382,8865,
492,4,1,173,193,1978,,3303381,8051872,251339,
493,4,1,173,203,1978,,720367,235228,494816,
494,4,1,173,207,1978,,2238332,5711465,454668,
495,4,1,173,209,1978,,3383814,4798725,68282,
496,4,1,173,220,1978,,2868460,4001312,116370,
497,4,1,173,227,1978,,272203,181817,296592,
498,4,1,173,233,1978,,760529,8830343,11386,
499,4,1,173,235,1978,,46928,10433920,47683,
500,4,1,173,244,1978,,1983892,4932687,350890,
501,4,1,173,245,1978,,793501,1884772,23832,
502,4,1,173,255,1978,,2237840,2498527,422591,
503,4,1,173,264,1978,,106738,1538710,461043,
504,4,1,173,268,1978,,1138162,4098563,261510,
505,4,1,173,269,1978,,2799621,6490236,181195,
506,4,1,173,21,1979,,105400,8749104,34244,
507,4,1,173,84,1979,,218756,2555012,303716,
508,4,1,173,91,1979,,1811657,5265258,390536,
509,4,1,173,42,1979,,1623263,6044121,289634,
510,4,1,173,45,1979,,2207668,6603190,474530,
511,4,1,173,46,1979,,2813999,8571658,526203,
512,4,1,173,118,1979,,2271853,9747753,468762,
513,4,1,173,66,1979,,2204410,9992148,267365,
514,4,1,173,101,1979,,3262711,9221490,281188,
515,4,1,173,109,1979,,221730,6456320,210571,
516,4,1,173,150,1979,,2808697,2083476,537103,
517,4,1,173,155,1979,,204002,2468348,193871,
518,4,1,173,171,1979,,1642018,8250691,367011,
519,4,1,173,175,1979,,2270696,3036668,148400,
520,4,1,173,182,1979,,1085760,3909279,566154,
521,4,1,173,193,1979,,2583612,10413568,456485,
522,4,1,173,203,1979,,2271642,204243,46237,
523,4,1,173,207,1979,,2386410,5770801,40150,
524,4,1,173,209,1979,,3351190,6466970,516100,
525,4,1,173,220,1979,,2630498,6446485,442176,
526,4,1,173,227,1979,,970415,1497288,294212,
527,4,1,173,233,1979,,1434324,4318842,271238,
528,4,1,173,235,1979,,3136793,545818,336332,
529,4,1,173,244,1979,,2757809,9159544,167385,
530,4,1,173,245,1979,,892027,7091225,501022,
531,4,1,173,255,1979,,1562114,9515417,374219,
532,4,1,173,264,1979,,1597723,4734090,32875,
533,4,1,173,268,1979,,1386979,99480,16553,
534,4,1,173,269,1979,,2024861,8608651,573981,
535,4,1,173,21,1980,,204678,4118790,464567,
536,4,1,173,84,1980,,1879109,4002540,507260,
537,4,1,173,91,1980,,1395908,8593244,526017,
538,4,1,173,42,1980,,1574762,1757155,461282,
539,4,1,173,45,1980,,1846511,10928,533885,
540,4,1,173,46,1980,,3061864,7213785,566138,
541,4,1,173,118,1980,,2193556,3666265,598752,
542,4,1,173,66,1980,,3448518,6781247,316527,
543,4,1,173,101,1980,,920956,4862330,7583,
544,4,1,173,109,1980,,1876531,9974158,480729,
545,4,1,173,150,1980,,3062226,9728477,165374,
